** Cluster Picker Results **
Input sequences =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_D.fas
Input tree =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_D.fas.nwk
Initial support threshold=	0.8
Support threshold=	0.7
Genetic distance threshold=	0.045
Large cluster threshold=	2
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_D_EAC_HIV_1_D.fas_clusterPicks.fas
Output tree=	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_D.fas_clusterPicks.nwk
Output figtree=	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_D.fas_clusterPicks.nwk.figTree
-------------------------
There are	1445	sequences
Tree has	1445	tips
Found	282	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
181	14	14	[D.TZ.2005.D.TZ.2005.510B-16-24.KF531321, D.TZ.2005.D.TZ.2005.510B-03-24.KF531314, D.TZ.2005.D.TZ.2005.510B-12-24.KF531319, D.TZ.2005.D.TZ.2005.510B-08-24.KF531317, D.TZ.2005.D.TZ.2005.510B-19-24.KF531322, D.TZ.2005.D.TZ.2500.510B-07-24.KF531316, D.TZ.2005.D.TZ.2005.510B-08-25.KF531318, D.TZ.2005.D.TZ.2005.510B-08-26.KF531326, D.TZ.2005.D.TZ.2500.510B-41-25.KF531329, D.TZ.2005.D.TZ.2500.510B-07-26.KF531325, D.TZ.2005.D.TZ.2005.510B-21-26.KF531328, D.TZ.2005.D.TZ.2005.510B-22-25.KF531323, D.TZ.2005.D.TZ.2005.510B-06-25.KF531315, D.TZ.2005.D.TZ.2005.510B-14-24.KF531320]	0.826	0.035256410256410256
182	3	3	[D.UG.1998.07_156999.FJ389101, D.UG.2006.IAEM035.EU306766, D.UG.2008.MBA1434.KJ907117]	0.747	0.04487179487179487
183	2	2	[D.UG.2008.0B191859_5_C1.JX202880, D.UG.2008.298.KC018687]	0.976	0.0
184	2	2	[D.UG.2008.CP076301898.HQ995377, D.UG.2005.15730D_P1.GQ409578]	0.756	0.038461538461538464
185	4	4	[D.UG.1997.553.AY435307, D.UG.2008.CP076302024.HQ995193, D.RW.2005.105-7101.JQ364514, D.RW.2005.7101-PD.KC513703]	0.763	0.041666666666666664
186	2	2	[D.TZ.2005.TMS003.EU251784, D.TZ.2005.TMS008.EU251789]	0.998	0.00641025641025641
187	2	2	[D.UG.1997.750.AF388157, D.UG.1997.750.AY428719]	0.788	0.003205128205128205
188	4	4	[D.UG.2009.689.KC019050, D.UG.2008.CP076300768.HQ995101, D.UG.2008.CP076300736.HQ995325, D.UG.2008.CP076300820.HQ995107]	0.808	0.041666666666666664
189	2	2	[D.UG.2005.MBA1040.KJ906741, D.UG.2005.MBA1040_190905.EF186213]	1.0	0.009615384615384616
190	2	2	[D.UG.1997.676.AF388112, D.UG.1997.676.AY428707]	0.975	0.009615384615384616
191	3	3	[D.TZ.2006.07914403802701.KP681804, D.TZ.2006.0791440380270.KP681791, D.TZ.2006.0791517830274.KP681794]	0.91	0.01282051282051282
192	2	2	[D.UG.1998.08_102896.FJ389151, D.UG.1999.99UGA03349.AF484518]	0.974	0.009615384615384616
193	3	3	[D.UG.2008.MBA1464.KJ907142, D.UG.1997.404.AY428684, D.UG.1998.404.AY425349]	0.918	0.041666666666666664
194	2	2	[D.UG.2008.CP076303048.HQ995231, D.UG.2008.HIV102955.JN132326]	0.954	0.03205128205128205
195	2	2	[D.UG.2008.CP076302995.HQ995067, D.UG.2008.HIV103051.JN132337]	0.974	0.01282051282051282
196	2	2	[D.UG.1998.08_101550.FJ389119, D.UG.2010.NTCPS728.HQ702642]	0.928	0.04487179487179487
197	4	4	[D.UG.1997.735.AF388119, D.UG.1997.735.AY428713, D.UG.2004.384840_B.HM037825, D.UG.2008.CP076300825.HQ995363]	0.85	0.03205128205128205
198	2	2	[D.UG.2001.TC011003.DQ079843, D.UG.1997.499.AY435297]	0.735	0.022435897435897436
199	4	4	[D.UG.2010.MBAMARCH093_0.JX182025, D.UG.2010.MBAMARCH093_18.KX073730, D.TZ.2005.D.TZ.2005.740B-03-09.KF531421, D.UG.2004.449280_S.HM037880]	0.928	0.041666666666666664
200	4	4	[D.UG.2009.NTCPS721.HQ702625, D.UG.2010.16.KC018557, D.UG.1997.682.AY435344, D.UG.2007.693.KC019054]	0.724	0.041666666666666664
201	4	4	[D.UG.2008.512.KC018892, D.UG.1997.860.AY435388, D.UG.1998.08_101575.FJ389127, D.UG.2009.117.KC018512]	0.818	0.02564102564102564
202	4	4	[D.UG.1999.99UGG35093.AF484495, D.UG.1991.UG270.AB485650, D.UG.1991.UG270.AF447833, D.UG.1999.99UGA07412.AF484477]	0.73	0.041666666666666664
203	2	2	[D.UG.2008.CP076303055.HQ995236, D.UG.2008.RCC_TDR_480245.JQ266047]	0.784	0.035256410256410256
204	4	4	[D.TZ.2006.70101040012002.KP681817, D.TZ.2006.7318271.KP681751, D.TZ.2006.0721499081073.KP681814, D.TZ.2006.07214990810731.KP681777]	0.952	0.041666666666666664
205	3	3	[D.UG.2008.CP076301994.HQ995449, D.UG.2009.MBA1494.KJ907171, D.UG.2008.HIV102898.JN132316]	0.781	0.04487179487179487
206	2	2	[D.UG.2007.CP076305876.JQ480258, D.UG.2008.CP076301791.HQ994973]	0.954	0.01282051282051282
207	7	7	[D.TZ.2005.D.TZ.2005.740B-01-09.KF531420, D.TZ.2005.D.TZ.2005.740B-05-16.KF531425, D.TZ.2005.D.TZ.2005.740B-04-16.KF531423, D.TZ.2005.D.TZ.2005.740B-07-09.KF531427, D.TZ.2005.D.TZ.2005.740B-13-20.KF531433, D.TZ.2005.D.TZ.2005.740B-05-20.KF531426, D.TZ.2005.D.TZ.2005.740B-07-21.KF531428]	0.918	0.019230769230769232
208	2	2	[D.UG.2010.MBAMARCH036_0.JX182014, D.UG.2010.MBAMARCH036_24.KX073732]	0.942	0.02564102564102564
209	3	3	[D.UG.2003.03_9454KI.AY803475, D.UG.2008.CP076300701.HQ995309, D.UG.2008.CP076301864.HQ995000]	0.856	0.035256410256410256
210	2	2	[D.UG.1997.740.AY428714, D.UG.1997.740.AY435350]	0.977	0.00641025641025641
211	6	6	[D.UG.1997.779.AY428722, D.UG.2006.9.KC018488, D.UG.2009.MBA1481.KJ907159, D.UG.2011.709.KC019066, D.UG.1998.07_156984.FJ389090, D.UG.1998.08_102880.FJ389149]	0.939	0.035256410256410256
212	2	2	[D.UG.2007.CP076304894.JQ480245, D.UG.2008.CP076301817.HQ994979]	0.974	0.016025641025641024
213	2	2	[D.TZ.2005.D.TZ.2005.740B-11-20.KF531431, D.TZ.2005.TBK080.EU251767]	0.876	0.041666666666666664
214	2	2	[D.UG.2008.CP076303041.HQ995225, D.UG.2008.CP076302980.HQ995057]	0.841	0.022435897435897436
215	4	4	[D.UG.1997.52.AY435233, D.UG.2009.NTCPS732.HQ702629, D.TZ.2005.TMS004.EU251785, D.TZ.2005.TMS005.EU251786]	0.774	0.038461538461538464
216	2	2	[D.UG.2000.TC006403.DQ079857, D.UG.2007.MBA1236.KJ906930]	0.765	0.035256410256410256
217	4	4	[D.UG.2006.MBA1121.KJ906819, D.TZ.2009.41081.KM458605, D.UG.2009.AICPS439.HQ702639, D.UG.2010.JCRMARCH011_0.JX181983]	0.91	0.041666666666666664
218	2	2	[D.UG.2008.CP076302984.HQ995060, D.UG.2008.HIV103046.JN132336]	1.0	0.00641025641025641
219	2	2	[D.UG.2007.MBA1253.KJ906947, D.UG.2011.87.KC019104]	0.763	0.028846153846153848
220	2	2	[D.UG.2008.CP076300873.HQ995130, D.TZ.2005.D.TZ.2005.740B-18-09.KF531436]	0.766	0.022435897435897436
221	3	3	[D.UG.2006.592.KC018967, D.UG.2005.E0706_B.JN652151, D.UG.2006.E0706_1.JN652184]	0.782	0.04487179487179487
222	2	2	[D.UG.2006.344.KC018734, D.UG.2006.569.KC018945]	0.96	0.003205128205128205
223	2	2	[D.UG.1998.08_102893.FJ389150, D.UG.2008.CP076300880.HQ995134]	0.743	0.04487179487179487
224	3	3	[D.UG.2007.MBA1306.KJ906995, D.UG.1998.07_156958.FJ389077, D.UG.1998.07_156995.FJ389097]	0.826	0.04487179487179487
225	2	2	[D.TZ.2005.TMS322.EU251868, D.TZ.2005.TMS332.EU251872]	0.954	0.019230769230769232
226	2	2	[D.UG.2008.MBA1453.KJ907132, D.UG.2010.5443HR.JF800226]	0.734	0.041666666666666664
227	2	2	[D.UG.2008.B0708_1.JN652172, D.UG.2008.CP076301968.HQ995432]	0.747	0.035256410256410256
228	2	2	[D.UG.2005.MBA1003.KJ906708, D.UG.2008.HIV102998.JN132334]	0.742	0.035256410256410256
229	2	2	[D.UG.2008.CP076300815.HQ994947, D.UG.2008.RCC_TDR_359889.JQ266073]	0.922	0.02564102564102564
230	69	69	[D.UG.2002.AMU062.KJ906680, D.UG.2005.088_3D9.KP738983, D.UG.2006.074D_3A10.KP739057, D.UG.2006.074D_3D5.KP739067, D.UG.2006.074D_4C1.KP739077, D.UG.2006.074D_3E3.KP739068, D.UG.2006.074D_4F1.KP739082, D.UG.2006.074D_3A11.KP739058, D.UG.2005.088_1B10.KP738979, D.UG.2006.074D_3E4.KP739069, D.UG.2004.460D_4C8.KP738931, D.UG.2005.581D_1B1.KP738941, D.UG.2006.972D_3E5.KP739052, D.UG.2004.460D_2B3.KP738890, D.UG.2004.460D_2E2.KP738894, D.UG.2004.460D_2H8.KP738902, D.UG.2004.460D_2G1.KP738897, D.UG.2004.460D_3G6.KP738920, D.UG.2004.460D_3B12.KP738911, D.UG.2004.460D_3E10.KP738917, D.UG.2006.074D_3C2.KP739063, D.UG.2006.074D_4A1.KP739076, D.UG.2006.074D_4E4.KP739080, D.UG.2006.074D_4F6.KP739084, D.UG.2004.460D_2H5.KP738901, D.UG.2004.460D_3D2.KP738914, D.UG.2004.460D_2B5.KP738891, D.UG.2004.460D_4A10.KP738925, D.UG.2004.460D_3c8.KP738912, D.UG.2004.460D_3H10.KP738924, D.UG.2004.460D_3c9.KP738913, D.UG.2004.460D_2G9.KP738898, D.UG.2004.460D_3A4.KP738904, D.UG.2006.972D_1B7.KP739015, D.UG.2005.581D_1C9.KP738944, D.UG.2004.460D_3G5.KP738919, D.UG.2005.581D_2F5.KP738951, D.UG.2004.460D_2E10.KP738895, D.UG.2004.460D_3H7.KP738923, D.UG.2004.460D_3B8.KP738909, D.UG.2004.460D_2B7.KP738892, D.UG.2004.460D_4E11.KP738934, D.UG.2004.460D_2C1.KP738893, D.UG.2004.460D_3A3.KP738903, D.UG.2004.460D_4H7.KP738940, D.UG.2004.460D_4B3.KP738926, D.UG.2005.581D_2D5.KP738948, D.UG.2006.972D_2A7.KP739021, D.UG.2005.581D_3A3.KP738957, D.UG.2005.581D_4F7.KP738975, D.UG.2006.972D_3D7.KP739049, D.UG.2004.460D_4G1.KP738937, D.UG.2005.581D_3C3.KP738961, D.UG.2005.581D_3E10.KP738969, D.UG.2004.460D_3B3.KP738908, D.UG.2006.972D_3D1.KP739047, D.UG.2005.581D_4C1.KP738972, D.UG.2004.460D_4C4.KP738930, D.UG.2004.460D_4B8.KP738928, D.UG.2006.972D_2A10.KP739022, D.UG.2006.972D_3B10.KP739042, D.UG.2004.460D_3B10.KP738910, D.UG.2004.460D_3D4.KP738915, D.UG.2004.460D_2F8.KP738896, D.UG.2004.460D_2H3.KP738900, D.UG.2004.460D_4C1.KP738929, D.UG.2004.460D_4E4.KP738932, D.UG.2004.460D_4H3.KP738939, D.UG.2004.460D_3A12.KP738906]	0.858	0.041666666666666664
231	2	2	[D.UG.2008.F0785_1.JN652193, D.UG.2008.F0785_B.JN652157]	0.996	0.019230769230769232
232	2	2	[D.UG.1997.554.AF388092, D.UG.1997.554.AY428698]	0.768	0.003205128205128205
233	3	3	[D.UG.2002.AMU095.KJ906705, D.UG.2008.CP076301819.HQ995161, D.UG.2008.CP076303006.HQ995071]	0.745	0.028846153846153848
234	2	2	[D.UG.2008.CP076302938.HQ995040, D.UG.2008.CP076302987.HQ995221]	0.985	0.003205128205128205
235	3	3	[D.UG.2007.0B191882_5_G1.JX202892, D.UG.2007.0B191882_5_J24.JX202905, D.UG.2007.0B191882_5_J7.JX202908]	0.992	0.00641025641025641
236	2	2	[D.UG.2008.CP076301883.HQ995011, D.TZ.2008.112304.KM438287]	0.929	0.038461538461538464
237	2	2	[D.UG.2006.MBA1106.KJ906806, D.UG.2006.MBA1160.KJ906858]	0.894	0.041666666666666664
238	2	2	[D.UG.1997.748.AF388121, D.UG.1997.748.AY428716]	0.963	0.016025641025641024
239	4	4	[D.UG.2008.1444HR.JF800193, D.UG.2000.TC008803.DQ079849, D.UG.2007.CP076304820.JQ480239, D.UG.2008.CP076302052.HQ995021]	0.746	0.041666666666666664
240	2	2	[D.UG.2007.D0761_1.JN652181, D.UG.2007.D0761_B.JN652148]	0.837	0.028846153846153848
241	2	2	[D.UG.1998.07_156906.FJ389060, D.UG.1998.07_156988.FJ389093]	0.77	0.003205128205128205
242	2	2	[D.CD.2002.02CD_LBFE012.AM041003, D.CD.2003.LA17MuBo.KU168271]	0.812	0.03205128205128205
243	2	2	[D.UG.2008.CP076300709.HQ995312, D.UG.2008.MBA1443.KJ907125]	0.913	0.03205128205128205
244	2	2	[D.TZ.2008.112300.KM438285, D.TZ.2009.118225.KM438315]	0.947	0.01282051282051282
245	2	2	[D.UG.2009.60.KC018974, D.UG.2009.RCC_TDR_481029.JQ266024]	0.716	0.041666666666666664
246	2	2	[D.UG.2003.301V03000931.GU059286, D.UG.2003.301V03000958BM.GU059287]	0.764	0.009615384615384616
247	2	2	[D.UG.2006.MBA1107.KJ906807, D.UG.2006.MBA1170.KJ906868]	0.849	0.03205128205128205
248	2	2	[D.UG.2008.CP076301965.HQ995429, D.UG.2008.CP076302060.JN630979]	0.704	0.041666666666666664
249	3	3	[D.UG.2004.378415_M.HM037864, D.UG.1992.92UG001.AJ320484, D.UG.1997.830.AF388163]	0.843	0.035256410256410256
250	2	2	[D.UG.2008.CP076301848.HQ995170, D.UG.2008.CP076303007.HQ995072]	0.975	0.01282051282051282
251	2	2	[D.UG.1997.66.AY428674, D.UG.1997.66.AY435235]	0.941	0.003205128205128205
252	2	2	[D.UG.2008.CP076302813.HQ995213, D.UG.2008.CP076302990.HQ995062]	0.995	0.02564102564102564
253	2	2	[D.KE.2007.CP076301564.HQ993605, D.KE.2012.MK54.KP792048]	0.836	0.041666666666666664
254	2	2	[D.UG.2005.DT0010_05_P1.GQ409593, D.UG.2007.MBA1251.KJ906945]	0.854	0.04487179487179487
255	4	4	[D.UG.1997.729.AY435342, D.UG.1997.182.AY435242, D.UG.1997.531.AY435308, D.UG.1997.634.AY435326]	0.848	0.035256410256410256
256	2	2	[D.KE.2007.CP076301657.HQ993662, D.KE.2007.CP076301661.HQ993799]	0.77	0.041666666666666664
257	2	2	[D.UG.1998.08_102906.FJ389154, D.UG.2010.JCRMARCH116_0.JX182005]	0.741	0.04487179487179487
258	2	2	[D.KE.2007.CP076301603.HQ993641, D.KE.2007.CP076304471.JQ480182]	0.958	0.02564102564102564
259	2	2	[D.KE.2009.NLHG-108.KT370867, D.KE.2011.KE12101.KP877909]	0.872	0.022435897435897436
260	2	2	[D.KE.2006.KTL230.KC517047, D.KE.2007.CP076302306.HQ993852]	0.726	0.041666666666666664
261	2	2	[D.KE.2006.SNH085.KC516989, D.KE.2007.CP076304236.HQ993929]	0.881	0.028846153846153848
262	2	2	[D.KE.2007.CP076304183.HQ993895, D.KE.2006.SNH011.KC516933]	0.802	0.035256410256410256
263	3	3	[D.KE.2009.KELKN210.JN628484, D.KE.2011.KE12117.KP877951, D.KE.2001.NKU3006.AF457090]	0.729	0.04487179487179487
264	2	2	[D.KE.2007.CP076301552.HQ993595, D.KE.2014.KE058_2014.KT213663]	0.755	0.04487179487179487
265	4	4	[D.KE.2007.CP076301563.HQ993604, D.KE.2007.CP076301652.HQ993795, D.KE.2009.NLHG-80.KT370902, D.KE.2011.KE12065.KP877923]	0.784	0.04487179487179487
266	2	2	[D.KE.2007.CP076304217.HQ993913, D.KE.2007.CP076304259.HQ993947]	0.935	0.028846153846153848
267	2	2	[D.KE.2007.CP076304229.HQ993924, D.KE.2006.SNH055.KC516972]	0.768	0.035256410256410256
268	2	2	[D.KE.2009.NLHG-91.KT370912, D.KE.2011.KE12079XA.KP877932]	0.889	0.022435897435897436
269	2	2	[D.KE.2009.NLHG-118.KT370876, D.KE.2011.KE12115.KP877918]	0.984	0.003205128205128205
270	2	2	[D.KE.2007.CP076301551.HQ993594, D.KE.2007.CP076301712.JN630897]	0.764	0.03205128205128205
271	3	3	[D.KE.2010.529.KC018912, D.KE.2010.356.KC018748, D.KE.2011.582.KC018957]	0.978	0.016025641025641024
272	2	2	[D.KE.2007.CP076304260.HQ993948, D.KE.2012.MK98.KP792092]	0.766	0.041666666666666664
273	2	2	[D.KE.2009.112.KC018508, D.KE.2009.299.KC018688]	0.984	0.009615384615384616
274	2	2	[D.KE.2012.MK29.KP792023, D.KE.2007.CP076306177.JQ480187]	0.739	0.04487179487179487
275	3	3	[D.KE.2007.317.KC018707, D.KE.2007.559.KC018828, D.KE.2009.129.KC018525]	0.955	0.01282051282051282
276	4	4	[D.UG.2005.F0406_1.JN652189, D.UG.2008.F0701_1.JN652190, D.UG.2010.JCRMARCH024_0.JX181986, D.UG.2008.CP076302907.JN630983]	0.806	0.041666666666666664
277	3	3	[D.UG.2008.CP076302057.HQ995205, D.UG.2006.RCC_TDR_356261.JQ266080, D.UG.2008.RCC_TDR_480146.JQ266072]	0.724	0.041666666666666664
278	4	4	[D.UG.2006.MBA1154.KJ906852, D.UG.2005.DT3479_05_P1.GQ409616, D.UG.2007.CP076304853.JQ480241, D.UG.2008.CP076301867.HQ995002]	0.782	0.04487179487179487
279	2	2	[D.UG.1998.418.AY425352, D.UG.2005.P0285_070905.EF186149]	0.814	0.028846153846153848
280	2	2	[D.UG.2010.360.KC018755, D.UG.2010.380.KC018771]	0.882	0.016025641025641024
281	3	3	[D.UG.2008.CP076301909.HQ995384, D.UG.2008.CP076302927.HQ995484, D.UG.2010.JCRMARCH022_0.JX181985]	0.844	0.041666666666666664
282	2	2	[D.UG.2009.RCC_TDR_483451.JQ266048, D.UG.2010.3053501_PIN.JX498979]	0.935	0.02564102564102564
-------------------------
