** Cluster Picker Results **
Input sequences =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas
Input tree =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas.nwk
Initial support threshold=	0.8
Support threshold=	0.7
Genetic distance threshold=	0.045
Large cluster threshold=	2
-------------------------
** Sequences with cluster assignment output with new names
** Tree modified to contain new names
** new names have form: Clust(C)_(SequenceName) where C = cluster number, e.g. Clust25_139320
-------------------------
Output sequences =	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A_EAC_HIV_1_A.fas_clusterPicks.fas
Output tree=	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas_clusterPicks.nwk
Output figtree=	/home/david/Dropbox/Niyukuri/EAC_Phylogenetic/2020_raw_data/EAC_HIV_1_A.fas_clusterPicks.nwk.figTree
-------------------------
There are	2095	sequences
Tree has	2095	tips
Found	440	clusters
ClusterNumber	NumberOfTips	NumberOfTipsCheck	TipNames	Bootstrap	GD
161	9	9	[A1.TZ.2005.A1.TZ.2005.237B-18-08.KF531114, A1.TZ.2005.A1.TZ.2005.237B-02-09.KF531109, A1.TZ.2005.A1.TZ.2005.237B-14-09.KF531113, A1.TZ.2005.A1.TZ.2005.237B-19-08.KF531115, A1.TZ.2005.A1.TZ.2005.237B-07-08.KF531111, A1.TZ.2005.A1.TZ.2005.237B-40-09.KF531118, A1.TZ.2005.A1.TZ.2005.237B-30-09.KF531117, A1.TZ.2005.A1.TZ.2005.237B-26-09.KF531116, A1.TZ.2005.A1.TZ.2005.237B-12-08.KF531112]	0.991	0.02586206896551724
162	6	6	[A1.UG.1997.847.DQ230362, A1.UG.1997.847.AF388164, A1.UG.1997.847.AY428727, A1.UG.1997.847.AY435399, A1.UG.1997.847.DQ230364, A1.UG.1997.847.DQ230363]	0.886	0.022988505747126436
163	2	2	[A1.UG.2006.IAEM045.EU306773, A1.UG.2010.JCRMARCH104_0.JX182001]	0.918	0.031609195402298854
164	3	3	[A1.UG.1997.437.AY435283, A1.UG.2007.MBA1308.KJ906997, A1.UG.1997.582.AY435314]	0.782	0.04310344827586207
165	2	2	[A1.UG.1998.07_156927.FJ389066, A1.UG.2008.CP076300789.HQ995353]	0.783	0.020114942528735632
166	2	2	[A1.UG.2008.CP076303106.HQ995282, A1.UG.2009.3203HR.JF800224]	0.843	0.031609195402298854
167	4	4	[A1.UG.2008.CP076301926.HQ995397, A1.UG.2008.MBA1374.KJ907060, A1.UG.2007.CP076306006.JQ480268, A1.UG.2008.CP076303133.HQ995305]	0.727	0.040229885057471264
168	2	2	[A1.UG.2007.CP076304895.JQ480246, A1.UG.2008.CP076301821.HQ994980]	0.945	0.0028735632183908046
169	2	2	[A1.UG.2008.CP076301812.HQ995156, A1.UG.2008.CP076303019.HQ995083]	0.983	0.008620689655172414
170	2	2	[A1.UG.1997.801.AY428717, A1.UG.1997.801.AY435354]	0.823	0.005747126436781609
171	2	2	[A1.RW.2005.105-7747.JQ364525, A1.RW.2005.7747-PD.KC513714]	0.995	0.0028735632183908046
172	2	2	[A1.RW.2005.105-7556.JQ364520, A1.RW.2005.7556-PD.KC513709]	0.952	0.005747126436781609
173	3	3	[A1.BI.2007.102_1274.HG780841, A1.CD.2011.ALO03.KT315948, A1.CD.2011.RUB01.KT315979]	0.802	0.04310344827586207
174	3	3	[A1.TZ.2013.17561.KY747382, A1.TZ.2006.0731711682625.KP681780, A1.TZ.2006.7317822.KP681744]	0.76	0.04310344827586207
175	2	2	[A1.UG.2004.341279_H.HM037857, A1.UG.2007.MBA1229.KJ906923]	0.916	0.04310344827586207
176	2	2	[A1.UG.2008.CP076302889.HQ995466, A1.UG.2008.HIV102892.JN132315]	0.958	0.0028735632183908046
177	2	2	[A1.UG.2009.MBA1495.KJ907172, A1.UG.2008.CP076301818.HQ995160]	0.766	0.028735632183908046
178	2	2	[A1.UG.2006.MBA1090.KJ906790, A1.UG.2008.MBA1370.KJ907056]	0.741	0.040229885057471264
179	2	2	[A1.UG.2008.CP076300808.HQ995102, A1.UG.2008.CP076301844.HQ994990]	0.76	0.02586206896551724
180	2	2	[A1.UG.2010.JCRMARCH081_500.KX073742, A1.UG.2005.MBA1060.KJ906761]	0.855	0.040229885057471264
181	4	4	[A1.UG.2004.301V04003339BM.GU059317, A1.UG.2004.301V04003358.GU059318, A1.UG.1997.485.AY428687, A1.UG.1997.485.AY435281]	0.955	0.028735632183908046
182	4	4	[A1.KE.2011.KE12114.KP877917, A1.KE.2011.DEMA111KE002.KF716474, A1.KE.1994.Q23_17.AF004885, A1.KE.2010.454.KC018842]	0.78	0.03735632183908046
183	2	2	[A1.TZ.2013.14573.KY747347, A1.TZ.2013.14574.KY747348]	0.963	0.005747126436781609
184	3	3	[A1.UG.2006.MBA1134.KJ906832, A1.UG.2002.TC021404.DQ079835, A1.UG.2004.04_0567NR.AY803481]	0.734	0.04310344827586207
185	2	2	[A1.UG.1998.08_101577.FJ389128, A1.UG.2002.TC023504.DQ079827]	0.749	0.022988505747126436
186	2	2	[A1.UG.2007.477.KC018863, A1.UG.2007.MBA1230.KJ906924]	0.856	0.040229885057471264
187	2	2	[A1.UG.1997.649.AF388107, A1.UG.2006.MBA1087.KJ906787]	0.846	0.040229885057471264
188	2	2	[A1.UG.2009.AICPS005.HQ702676, A1.UG.2010.532.KC018915]	0.86	0.031609195402298854
189	2	2	[A1.UG.2005.MBA1052.KJ906753, A1.UG.2009.3132HR.JF800196]	0.83	0.034482758620689655
190	2	2	[A1.UG.2008.CP076302991.HQ995063, A1.UG.2008.CP076303052.HQ995234]	0.932	0.022988505747126436
191	4	4	[A1.UG.2009.494.KC018878, A1.UG.2010.JCRMARCH091_500.KX073743, A1.UG.2010.JCRMARCH109_12.KX073719, A1.UG.2004.430253_Z.HM037876]	0.868	0.04310344827586207
192	5	5	[A1.UG.2008.CP076301990.HQ995448, A1.UG.1997.687.AY428712, A1.UG.1997.687.AF388113, A1.UG.1997.687.AY435396, A1.UG.1997.687.DQ230354]	0.764	0.040229885057471264
193	4	4	[A1.UG.2008.CP076300762.HQ995334, A1.UG.2008.CP076303058.HQ995239, A1.UG.2006.IAEAM004.EU306746, A1.UG.2009.AICPS495.HQ702640]	0.825	0.04310344827586207
194	2	2	[A1.KE.2012.MK66.KP792060, A1.KE.2012.MK91.KP792085]	0.721	0.03735632183908046
195	2	2	[A1.TZ.2005.TBK067.EU251756, A1.TZ.2009.41501.KM458609]	0.793	0.011494252873563218
196	2	2	[A1.UG.2008.CP076302965.HQ995051, A1.UG.2008.CP076303047.HQ995230]	0.797	0.028735632183908046
197	2	2	[A1.UG.2004.301V04000665BM.GU059296, A1.UG.2004.301V04000684.GU059297]	0.733	0.0028735632183908046
198	2	2	[A1.UG.2008.CP076301890.HQ995369, A1.UG.2008.HIV101918.JN132287]	0.9	0.031609195402298854
199	2	2	[A1.UG.2006.K0808_B.JN652168, A1.UG.2007.K0808_1.JN652204]	0.964	0.031609195402298854
200	3	3	[A1.UG.2008.CP076302034.HQ995458, A1.UG.2005.P0185_130605.EF186145, A1.UG.2008.CP076301790.HQ995146]	0.926	0.04310344827586207
201	2	2	[A1.UG.1997.596.AY428703, A1.UG.1997.596.AY435319]	0.927	0.014367816091954023
202	2	2	[A1.UG.2008.CP076302981.HQ995058, A1.UG.2008.CP076301793.HQ995147]	0.971	0.020114942528735632
203	3	3	[A1.KE.2012.MK124.KP792118, A1.KE.2006.289.KC018679, A1.KE.2007.718.KC019072]	0.817	0.040229885057471264
204	2	2	[A1.BI.2002.02BU_U1803.AM260322, A1.BI.2007.201_1810.HG780673]	0.75	0.028735632183908046
205	5	5	[A1.TZ.2006.7915756.KP681760, A1.TZ.2006.0791559380388.KP681796, A1.TZ.2006.791350880079.KP681787, A1.TZ.2006.7119909.KP681717, A1.TZ.2013.15819.KY747361]	0.84	0.04310344827586207
206	3	3	[A1.TZ.2006.0711832581714.KP681772, A1.TZ.2008.TZ_09_006021_A1.HM572390, A1.TZ.2008.111129.KM438262]	0.865	0.04310344827586207
207	3	3	[A1.TZ.2004.S65Pol.JQ071484, A1.TZ.2005.CO6161V5.KX907401, A1.TZ.2001.A173.AY253305]	0.765	0.03735632183908046
208	2	2	[A1.UG.2006.MBA1178.KJ906876, A1.UG.2008.MBA1400.KJ907086]	0.795	0.031609195402298854
209	2	2	[A1.UG.2007.MBA1261.KJ906954, A1.UG.2008.MBA1448.KJ907129]	0.776	0.040229885057471264
210	4	4	[A1.UG.2008.CP076302902.HQ995471, A1.UG.1997.866.AY435378, A1.UG.2009.164.KC018560, A1.UG.2008.CP076302921.HQ995481]	0.809	0.02586206896551724
211	6	6	[A1.UG.1991.UG273.AF107368, A1.UG.1997.798.AY435365, A1.UG.1991.UG273.AF107370, A1.UG.1991.UG273.AF447858, A1.UG.1991.UG273.AF107369, A1.UG.2008.CP076300739.HQ995327]	0.851	0.020114942528735632
212	2	2	[A1.UG.2008.CP076301904.HQ995380, A1.UG.2008.CP076301911.HQ995386]	0.858	0.0028735632183908046
213	3	3	[A1.UG.2005.P0060_070305.EF186138, A1.UG.2008.CP076301955.HQ995420, A1.UG.2010.LDD120_500064942202.JQ625620]	0.748	0.031609195402298854
214	3	3	[A1.UG.2005.MBA1020.KJ906724, A1.UG.2008.CP076300787.HQ995351, A1.UG.2008.CP076300793.JN630961]	0.735	0.040229885057471264
215	2	2	[A1.UG.2007.CP076304961.JQ480250, A1.UG.2008.CP076303063.HQ995243]	0.988	0.008620689655172414
216	2	2	[A1.UG.2006.IAEAM014.EU306753, A1.UG.2009.MBA1507.KJ907183]	0.767	0.040229885057471264
217	3	3	[A1.RW.2006.524.KC018906, A1.RW.2005.105-8221.JQ364536, A1.RW.2005.8221-PD.KC513725]	0.831	0.034482758620689655
218	2	2	[A1.KE.2012.MK18.KP792012, A1.KE.2012.MK20.KP792014]	0.891	0.014367816091954023
219	2	2	[A1.TZ.2005.A1.TZ.2005.209B-13-30.KF531103, A1.TZ.2005.A1.TZ.2005.209B-32-30.KF531106]	0.951	0.0028735632183908046
220	17	17	[A1.TZ.2005.A1.TZ.2005.620B-24-23.KF531369, A1.TZ.2005.A1.TZ.2005.620B-31-23.KF531373, A1.TZ.2005.A1.TZ.2005.620B-29-14.KF531370, A1.TZ.2005.A1.TZ.2005.620B-36-14.KF531374, A1.TZ.2005.A1.TZ..2005.620B-01-07.KF531359, A1.TZ.2005.A1.TZ.2005.620B-01-23.KF531360, A1.TZ.2005.A1.TZ.2005.620B-15-07.KF531366, A1.TZ.2005.A1.TZ.2005.620B-29-23.KF531371, A1.TZ.2005.A1.TZ.2005.620B-30-23.KF531372, A1.TZ.2005.A1.TZ.2005.620B-05-23.KF531361, A1.TZ.2005.A1.TZ.2005.620B-10-23.KF531365, A1.TZ.2005.A1.TZ.2005.620B-07-23.KF531363, A1.TZ.2005.A1.TZ.2005.620B-06-23.KF531362, A1.TZ.2005.A1.TZ.2005.620B-09-07.KF531364, A1.TZ.2005.A1.TZ.2005.620B-16-07.KF531367, A1.TZ.2005.A1.TZ.2005.620B-39-14.KF531375, A1.TZ.2013.15779.KY747359]	0.971	0.034482758620689655
221	3	3	[A1.TZ.2005.TBK023.EU251729, A1.TZ.2006.CO3504V7.KX907378, A1.TZ.2005.TMS103.EU251808]	0.754	0.02586206896551724
222	2	2	[A1.TZ.2005.CO3083V4.KX907364, A1.TZ.2013.16587.KY747371]	0.87	0.03735632183908046
223	5	5	[A1.TZ.2006.7116907.KP681704, A1.TZ.2005.TBK017.EU251724, A1.TZ.2009.TZ_09_032639_A1.HM572369, A1.TZ.2006.07010100012879.KP681799, A1.TZ.2005.TBK024.EU251730]	0.703	0.028735632183908046
224	3	3	[A1.UG.2006.MBA1155.KJ906853, A1.UG.2005.MBA1041.KJ906742, A1.UG.2010.343.KC018733]	0.736	0.034482758620689655
225	5	5	[A1.UG.2002.TC021204.DQ079837, A1.UG.2008.CP076301810.HQ995154, A1.UG.2008.MBA1416.KJ907101, A1.UG.2004.13020D_P1.GQ409546, A1.UG.2008.CP076300819.HQ995106]	0.906	0.04310344827586207
226	2	2	[A1.UG.2004.385494_T.HM037866, A1.UG.2010.7475HR.JF800210]	0.758	0.040229885057471264
227	2	2	[A1.UG.1997.419.AF388076, A1.UG.2008.CP076301917.HQ995390]	0.805	0.022988505747126436
228	2	2	[A1.UG.2006.MBA1131.KJ906829, A1.UG.2007.MBA1281.KJ906972]	0.842	0.031609195402298854
229	3	3	[A1.RW.2008.436HENN.KC841690, A1.RW.2005.105-8441.JQ364539, A1.RW.2005.8441-PD.KC513728]	0.8	0.034482758620689655
230	3	3	[A1.KE.2011.KE12061.KP877921, A1.KE.2011.KE12075.KP877929, A1.KE.2006.SNH002.KC516926]	0.761	0.040229885057471264
231	3	3	[A1.KE.2010.123.KC018519, A1.KE.2009.265.KC018658, A1.KE.2011.334.KC018723]	0.7	0.034482758620689655
232	3	3	[A1.KE.2007.CP076307751.JQ480190, A1.KE.2002.ML1990.EU110092, A1.KE.2002.ML1990PCR.EU110097]	0.772	0.034482758620689655
233	3	3	[A1.KE.2009.KELKN221.JN628494, A1.KE.2006.76.KC019097, A1.KE.2011.KE12109.KP877914]	0.779	0.028735632183908046
234	2	2	[A1.BI.2002.02BU_U2226.AM260240, A1.BI.2007.102_1119.HG780756]	0.757	0.02586206896551724
235	3	3	[A1.BI.2007.102_1083.HG780763, A1.CD.2002.02CD_KSS013.AM041049, A1.CD.2012.VIR93.KT315997]	0.949	0.03735632183908046
236	2	2	[A1.CD.2007.A1_07CD3784.FR666648, A1.BI.2002.02BU_U1617.AM260315]	0.871	0.040229885057471264
237	5	5	[A1.TZ.2005.TBK040.EU251739, A1.TZ.2005.TMS336.EU251873, A1.TZ.2009.TZ_10_003314_A1.HM572391, A1.TZ.2008.112266.KM438273, A1.TZ.2008.DEMA108TZ004.KY658695]	0.736	0.031609195402298854
238	2	2	[A1.TZ.2005.TMS337.EU251874, A1.TZ.2008.112280.KM438277]	0.873	0.02586206896551724
239	4	4	[A1.TZ.2005.A1.TZ.2005.107B-16-20.KF531032, A1.TZ.2005.A1.TZ.2005.107B-30-06.KF531033, A1.TZ.2005.A1.TZ.2005.107B-21-06.KF531026, A1.TZ.2005.A1.TZ.2005.107B-23-06.KF531027]	0.776	0.02586206896551724
240	3	3	[A1.TZ.2005.A1.TZ.2005.007B-05-07.KF530900, A1.TZ.2005.A1.TZ.2005.007B-10-06.KF530902, A1.TZ.2005.A1.TZ.2005.007B-46-05.KF530905]	0.998	0.008620689655172414
241	2	2	[A1.TZ.2004.S6pol.JQ071454, A1.TZ.2008.DEMA108TZ012.KY658696]	0.769	0.02586206896551724
242	3	3	[A1.TZ.2009.2nd_5008.KX775284, A1.TZ.2006.0701010104002.KP681767, A1.TZ.2006.07111177383503.KP681816]	0.71	0.04310344827586207
243	2	2	[A1.TZ.2005.TMS314.EU251862, A1.TZ.2013.13736.KY747327]	0.869	0.034482758620689655
244	5	5	[A1.TZ.2004.S23Pol.JQ071469, A1.TZ.2004.S24Pol.JQ071470, A1.TZ.2008.109272.KM438250, A1.TZ.2005.TMS001.EU251782, A1.TZ.2013.14207.KY747342]	0.765	0.04310344827586207
245	17	17	[A1.TZ.2005.A1.TZ.2005.168B-31-30.KF531047, A1.TZ.2005.A1.TZ.2005.168b-26-30.KF531044, A1.TZ.2005.A1.TZ.2005.168B-17-30.KF531039, A1.TZ.2005.A1.TZ.2005.168B-27-30.KF531045, A1.TZ.2005.A1.TZ.2005.168B-47-30.KF531052, A1.TZ.2005.A1.TZ.2005.168B-09-26.KF531036, A1.TZ.2005.A1.TZ.2005.168B-18-26.KF531041, A1.TZ.2005.A1.TZ.2005.168B-40-30.KF531049, A1.TZ.2005.A1.TZ.2005.168B-17-31.KF531040, A1.TZ.2005.A1.TZ.2005.168B-45-30.KF531050, A1.TZ.2005.A1.TZ.2005.168B-05-26.KF531035, A1.TZ.2005.A1.TZ.2005.168B-29-31.KF531046, A1.TZ.2005.A1.TZ.2005.168B-02-26.KF531034, A1.TZ.2005.A1.TZ.2005.168B-46-30.KF531051, A1.TZ.2005.A1.TZ.2005.168B-20-26.KF531042, A1.TZ.2008.112292.KM438281, A1.TZ.2013.16461.KY747369]	0.78	0.04310344827586207
246	2	2	[A1.TZ.2005.CO6592V5.KX907412, A1.TZ.2006.CO6830V7.KX907423]	0.95	0.008620689655172414
247	3	3	[A1.UG.2008.CP076303109.HQ995285, A1.UG.2008.HIV101802.JN132279, A1.UG.2010.7053801_RES.JX499016]	0.704	0.040229885057471264
248	2	2	[A1.UG.2006.IAEM065.EU306784, A1.UG.2007.650.KC019015]	0.752	0.022988505747126436
249	2	2	[A1.UG.2008.CP076301809.HQ995153, A1.UG.2008.CP076303011.HQ995076]	0.801	0.017241379310344827
250	4	4	[A1.UG.2002.AMU036.KJ906656, A1.UG.1997.175.AY435250, A1.UG.1998.07_156948.FJ389074, A1.UG.1997.34.AY435229]	0.715	0.034482758620689655
251	2	2	[A1.UG.2007.MBA1335.KJ907021, A1.UG.2009.MBA1480.KJ907158]	0.853	0.017241379310344827
252	2	2	[A1.UG.2004.320208_V.HM037811, A1.UG.2005.393405_H.HM037885]	0.855	0.011494252873563218
253	6	6	[A1.UG.2007.MBA1242.KJ906936, A1.UG.2004.337373_S.HM037816, A1.UG.2006.504080_C.HM037898, A1.UG.2008.CP076301989.HQ995447, A1.UG.2008.CP076301876.HQ995008, A1.UG.1997.572.AY435312]	0.715	0.04310344827586207
254	3	3	[A1.UG.2006.MBA1149.KJ906847, A1.UG.2008.CP076302055.HQ995022, A1.UG.2010.KND40_500047692202.JQ625636]	0.862	0.04310344827586207
255	2	2	[A1.UG.2008.CP076300767.HQ994938, A1.UG.2008.CP076301854.HQ994995]	0.813	0.03735632183908046
256	2	2	[A1.UG.2008.MBA1466.KJ907144, A1.UG.2011.327.KC018717]	0.969	0.028735632183908046
257	2	2	[A1.UG.2004.320024_A.HM037810, A1.UG.2005.393250_S.HM037884]	0.761	0.014367816091954023
258	3	3	[A1.RW.2006.700.KC019059, A1.RW.2007.128.KC018524, A1.RW.2007.R463MPL_I32.KP223781]	0.868	0.04310344827586207
259	4	4	[A1.RW.2005.105-8422.JQ364538, A1.RW.2005.8422-PD.KC513727, A1.RW.2009.93.KC019108, A1.RW.2008.722HENN.KC841746]	0.905	0.031609195402298854
260	2	2	[A1.KE.2006.KAP009.KC516877, A1.KE.2011.KE12081.KP877934]	0.771	0.034482758620689655
261	2	2	[A1.KE.2005.05KE851891V4.KT022376, A1.KE.2009.KELKN215.JN628488]	0.782	0.03735632183908046
262	2	2	[A1.CD.2011.MAK23.KT315967, A1.CD.2011.MAK26.KT315968]	0.896	0.03735632183908046
263	2	2	[A1.TZ.2005.TBK005.EU251718, A1.TZ.2008.DEMA108TZ002.KY658694]	0.762	0.022988505747126436
264	3	3	[A1.TZ.2009.41095.KM458591, A1.TZ.2009.TZ_10_002029_A1.HM572381, A1.TZ.2014.19034.KY747390]	0.748	0.04310344827586207
265	12	12	[A1.TZ.2005.A1.TZ.2005.905B-32-23.KF531482, A1.TZ.2005.A1.TZ.2005.905B-05-23.KF531470, A1.TZ.2005.A1.TZ.2005.905B-06-23.KF531471, A1.TZ.2005.A1.TZ.2005.905B-39-26.KF531484, A1.TZ.2005.A1.TZ.2005.905B-38-23.KF531483, A1.TZ.2005.A1.TZ.2005.905B-12-26.KF531474, A1.TZ.2005.A1.TZ.2005.905B-43-23.KF531485, A1.TZ.2005.A1.TZ.2005.905B-09-23.KF531472, A1.TZ.2005.A1.TZ.2005.905B-26-22.KF531479, A1.TZ.2005.A1.TZ.2005.905B-29-26.KF531481, A1.TZ.2005.TMS306.EU251858, A1.TZ.2006.0791524580290.KP681795]	0.876	0.03735632183908046
266	2	2	[A1.TZ.2005.TBK002.EU251716, A1.TZ.2008.109264.KM438247]	0.744	0.028735632183908046
267	3	3	[A1.TZ.2008.111122.KM438255, A1.TZ.2006.07315314.KP681735, A1.TZ.2004.S13Pol.JQ071461]	0.757	0.031609195402298854
268	3	3	[A1.TZ.2006.721467481078.KP681776, A1.TZ.2006.7118103.KP681710, A1.TZ.2006.7217255.KP681729]	0.758	0.034482758620689655
269	2	2	[A1.UG.2008.CP076301977.HQ995440, A1.UG.2008.CP076301985.HQ995015]	0.835	0.022988505747126436
270	3	3	[A1.UG.2004.338796_K.HM037855, A1.UG.2008.CP076301826.HQ995163, A1.UG.2009.AICPS106.HQ702675]	0.882	0.040229885057471264
271	3	3	[A1.UG.2010.4834HR.JF800216, A1.UG.1997.725.AY435343, A1.UG.1997.574.AF388094]	0.833	0.02586206896551724
272	2	2	[A1.KE.2008.589.KC018962, A1.KE.2009.594.KC018969]	0.905	0.014367816091954023
273	3	3	[A1.KE.1997.ML013_2.AY322185, A1.KE.2012.MK37.KP792031, A1.KE.2009.536.KC018918]	0.755	0.022988505747126436
274	3	3	[A1.TZ.2005.A1.TZ.2005.190B-19-21.KF531069, A1.TZ.2008.112220.KM438265, A1.TZ.2008.112263.KM438270]	0.779	0.03735632183908046
275	3	3	[A1.TZ.2005.C.TZ.2005.697B-23-06.KF531378, A1.TZ.2005.C.TZ.2005.697B-18-06.KF531377, A1.TZ.2005.C.TZ.2005.697B-30-06.KF531379]	0.793	0.011494252873563218
276	3	3	[A1.TZ.2005.TMS115.EU251815, A1.TZ.2005.TMS127.EU251825, A1.TZ.2008.112306.KM438289]	0.84	0.02586206896551724
277	3	3	[A1.TZ.2005.TBK064.EU251754, A1.TZ.2005.TMS124.EU251823, A1.TZ.2009.41256.KM458603]	0.721	0.031609195402298854
278	2	2	[A1.TZ.2005.TMS301.EU251856, A1.TZ.2006.CO6637V7.KX907414]	0.762	0.040229885057471264
279	8	8	[A1.TZ.2005.A1.TZ.2005.046B-13-30.KF530941, A1.TZ.2005.A1.TZ.2005.046B-03-30.KF530931, A1.TZ.2005.A1.TZ.2005.046B-05-30.KF530934, A1.TZ.2005.A1.TZ.2005.046B-18-30.KF530944, A1.TZ.2005.A1.TZ.2005.046B-08-29.KF530938, A1.TZ.2005.A1.TZ.2005.046B-05-28.KF530933, A1.TZ.2005.A1.TZ.2005.046B-34-29.KF530948, A1.TZ.2005.A1.TZ.2005.046B-18-29.KF530943]	0.82	0.011494252873563218
280	2	2	[A1.UG.2004.301V04004298.GU059327, A1.UG.2004.301V04004337BM.GU059328]	0.836	0.011494252873563218
281	3	3	[A1.UG.2011.LEV180_500107192202.JQ625610, A1.UG.2008.CP076300730.HQ995321, A1.UG.2008.CP076303121.HQ995296]	0.771	0.03735632183908046
282	2	2	[A1.RW.2006.580.KC018956, A1.RW.2010.654.KC019020]	0.771	0.014367816091954023
283	5	5	[A1.RW.2011.238.KC018630, A1.RW.2008.723HENN.KC841747, A1.RW.2008.732HENN.KC841753, A1.RW.2005.105-7726.JQ364524, A1.RW.2005.7932-PD.KC513718]	0.908	0.04310344827586207
284	3	3	[A1.KE.2010.53.KC018913, A1.KE.2009.633.KC019003, A1.KE.2010.542.KC018922]	0.929	0.02586206896551724
285	2	2	[A1.KE.2010.KNK44_560062002202.JQ625607, A1.KE.2010.LEM54_560061362203.JQ625629]	0.984	0.0028735632183908046
286	8	8	[A1.TZ.2005.A1.TZ.2005.491B-18-08.KF531276, A1.TZ.2005.A1.TZ.2005.491B-33-19.KF531279, A1.TZ.2005.A1.TZ.2005.491B-04-08.KF531248, A1.TZ.2005.A1.TZ.2005.491B-02-01.KF531264, A1.TZ.2005.A1.TZ.2005.491B-01-01.KF531263, A1.TZ.2005.A1.TZ.2005.491B-16-09.KF531275, A1.TZ.2005.A1.TZ.2005.491B-33-27.KF531267, A1.TZ.2005.A1.TZ.2005.491B-12-19.KF531273]	0.978	0.008620689655172414
287	3	3	[A1.TZ.2005.TMS305.EU251857, A1.TZ.2009.41282.KM458611, A1.TZ.2009.118170.KM438309]	0.87	0.04310344827586207
288	14	14	[A1.TZ.2005.A1.TZ.2005.065B-32-22.KF530975, A1.TZ.2005.A1.TZ.2005.065B-34-22.KF530978, A1.TZ.2005.A1.TZ.2005.065B-08-23.KF530961, A1.TZ.2005.A1.TZ.2005.065B-19-23.KF530964, A1.TZ.2005.A1.TZ.2005.065B-37-22.KF530979, A1.TZ.2005.A1.TZ.2005.065B-02-22.KF530968, A1.TZ.2005.A1.TZ.2005.065B-28-23.KF530966, A1.TZ.2005.A1.TZ.2005.065B-04-23.KF530960, A1.TZ.2005.A1.TZ.2005.065B-06-22.KF530970, A1.TZ.2005.A1.TZ.2005.065B-21-22.KF530972, A1.TZ.2005.A1.TZ.2005.065B-31-23.KF530974, A1.TZ.2005.A1.TZ.2005.065B-14-22.KF530971, A1.TZ.2005.A1.TZ.2005.065B-32-23.KF530976, A1.TZ.2008.111124.KM438257]	0.722	0.034482758620689655
289	2	2	[A1.TZ.2005.TMS121.EU251821, A1.TZ.2006.07111080181968.KP681815]	0.761	0.034482758620689655
290	2	2	[A1.TZ.1997.97TZ03.AF361873, A1.TZ.2005.TMS011.EU251791]	0.883	0.034482758620689655
291	2	2	[A1.UG.1992.92UG037.U51190, A1.UG.2008.CP076301875.HQ995007]	0.867	0.022988505747126436
292	6	6	[A1.RW.2009.767HENN.KC841776, A1.RW.2009.484HENN.KC841720, A1.RW.2007.704HENN.KC841729, A1.RW.2005.105-8717.JQ364540, A1.RW.2005.8717-PD.KC513730, A1.RW.2008.432HENN.KC841687]	0.867	0.040229885057471264
293	2	2	[A1.RW.2008.424HENN.KC841682, A1.RW.2009.485HENN.KC841721]	0.867	0.022988505747126436
294	2	2	[A1.RW.2005.105-7906.JQ364528, A1.RW.2005.7906-PD.KC513717]	0.99	0.0028735632183908046
295	2	2	[A1.RW.2005.8534-PD.KC513729, A1.RW.2009.473HENN.KC841713]	0.781	0.022988505747126436
296	2	2	[A1.KE.1997.97KE173.AY492759, A1.KE.2009.HIV104220.JN132360]	0.842	0.028735632183908046
297	2	2	[A1.KE.2009.NLHG-100.KT370861, A1.KE.2011.KE12091.KP877902]	0.973	0.0028735632183908046
298	2	2	[A1.TZ.2009.TZ_09_032646_A1.HM572389, A1.TZ.2005.TMS137.EU251833]	0.836	0.017241379310344827
